quote_date,regionDesc,p_mean,p_75,p_median,p_25
201508,East Anglia,3.3705263,3.8,3.4000001,3.1500001
201509,East Anglia,3.355,3.8,3.4000001,3.125
201510,East Anglia,3.365,3.8,3.4000001,3.05
201511,East Anglia,3.3872223,3.8249998,3.4250002,3.05
201512,East Anglia,3.4036112,3.8249998,3.4250002,3.125
201601,East Anglia,3.4238462,3.8499999,3.45,3.1500001
201602,East Anglia,3.4152632,3.8499999,3.4250002,3.1500001
201603,East Anglia,3.4127779,3.875,3.375,3.125
201604,East Anglia,3.4205406,3.8499999,3.4000001,3.1500001
201605,East Anglia,3.4720001,3.95,3.5,3.1500001
201606,East Anglia,3.4686112,3.9250002,3.5,3.1500001
201607,East Anglia,3.4602778,3.9000001,3.5,3.1500001
201608,East Anglia,3.4965789,3.95,3.5250001,3.1500001
201609,East Anglia,3.4965789,3.95,3.5250001,3.1500001
201610,East Anglia,3.4939473,3.9000001,3.5,3.1500001
201611,East Anglia,3.5032432,3.9000001,3.5,3.1500001
201612,East Anglia,3.4992106,3.9000001,3.5,3.1500001
201701,East Anglia,3.4577777,3.9000001,3.45,3.125
201702,East Anglia,3.4980555,3.9000001,3.5749998,3.1500001
201703,East Anglia,3.5390909,3.9000001,3.6500001,3.2
201704,East Anglia,3.5754285,4,3.6500001,3.2
201705,East Anglia,3.5524325,3.95,3.6500001,3.2
201706,East Anglia,3.6051352,4,3.6500001,3.3
201707,East Anglia,3.581795,4,3.6500001,3.1500001
201708,East Anglia,3.6861112,4.0500002,3.7249999,3.375
201709,East Anglia,3.6658823,4.0999999,3.6500001,3.3499999
201710,East Anglia,3.5925715,4.0999999,3.6500001,3.1500001
201711,East Anglia,3.6611428,4.0999999,3.6500001,3.3499999
201712,East Anglia,3.6183784,4.0999999,3.6500001,3.1500001
201801,East Anglia,3.6310527,4.0999999,3.6500001,3.1500001
201802,East Anglia,3.6247368,4.0999999,3.6500001,3.3
201803,East Anglia,3.6115789,4.0999999,3.6500001,3.1500001
201804,East Anglia,3.6237838,4.0999999,3.6500001,3.1500001
201805,East Anglia,3.6084616,4.0999999,3.6500001,3.0999999
201806,East Anglia,3.6097436,4.0999999,3.6500001,3.0999999
201807,East Anglia,3.6046154,4.0999999,3.6500001,3
201808,East Anglia,3.591579,4.0999999,3.625,3
201809,East Anglia,3.5955262,4.0999999,3.625,3
201810,East Anglia,3.6021054,4.0999999,3.625,3
201811,East Anglia,3.6686487,4.0999999,3.75,3.3
201812,East Anglia,3.6471052,4.0999999,3.7,3.1500001
201901,East Anglia,3.636579,4.0999999,3.7249999,3
201902,East Anglia,3.6611428,4.1999998,3.6500001,3
201903,East Anglia,3.6481578,4.0999999,3.625,3.05
201904,East Anglia,3.6730556,4.1499996,3.625,3.1500001
201905,East Anglia,3.6710811,4.0999999,3.6500001,3.25
201906,East Anglia,3.6237838,4.0999999,3.5999999,3.05
201907,East Anglia,3.638,4.1999998,3.5999999,3.05
201908,East Anglia,3.648,4.1999998,3.5999999,3.05
201909,East Anglia,3.6563888,4.1999998,3.625,3.2
201910,East Anglia,3.6702778,4.1999998,3.6750002,3.2
201911,East Anglia,3.7355556,4.1999998,3.7,3.375
201912,East Anglia,3.7056756,4.1999998,3.7,3.25
202001,East Anglia,3.6988888,4.25,3.6750002,3.2
202002,East Anglia,3.6547058,4.1999998,3.6750002,3.1500001
202003,East Anglia,3.6519353,4.1999998,3.6500001,3.0999999
202007,East Anglia,3.4772222,3.75,3.5749998,2.9000001
202008,East Anglia,3.6307144,4.1750002,3.7,2.9749999
202009,East Anglia,3.6487098,4.1999998,3.7,3
202010,East Anglia,3.6940625,4.2750001,3.7,3.05
202012,East Anglia,3.6584001,4.25,3.7,3.25
202105,East Anglia,3.8099999,4.3499999,4.1750002,3.27
202106,East Anglia,3.6273334,4.1999998,3.8,2.8900001
202107,East Anglia,3.74,4.3499999,3.8,3.45
202108,East Anglia,3.7015624,4.3499999,3.8,3.2
202109,East Anglia,3.7437501,4.3499999,3.8,3.4749999
202110,East Anglia,3.7211764,4.3499999,3.8,3.2
202111,East Anglia,3.837353,4.5,3.8249998,3.45
202112,East Anglia,3.7990909,4.5,3.8499999,3.0999999
202201,East Anglia,3.8279412,4.4499998,3.875,3.49
202202,East Anglia,3.8363636,4.5,3.95,3.49
202203,East Anglia,3.8986111,4.5,3.9250002,3.55
202204,East Anglia,3.9621212,4.5,4.0500002,3.5999999
202205,East Anglia,3.9893751,4.7249999,4.0250001,3.5999999
202206,East Anglia,3.95,4.6999998,4.0250001,3.5999999
202207,East Anglia,3.8512499,4.5999999,3.9749999,3.4749999
202208,East Anglia,3.8196969,4.5,3.95,3.1500001
202209,East Anglia,3.889375,4.6499996,4.0250001,3.25
202210,East Anglia,3.9220588,4.6999998,4.0500002,3.1500001
200302,East Midlands,2.0659459,2.2,2.0999999,2
200303,East Midlands,2.0844445,2.2,2.1099999,2
200304,East Midlands,2.0976923,2.2,2.0999999,2
200305,East Midlands,2.1143589,2.2,2.1400001,2
200306,East Midlands,2.1121054,2.2,2.1350002,2
200307,East Midlands,2.1128948,2.2,2.1350002,2.03
200308,East Midlands,2.1080556,2.2,2.1350002,2
200309,East Midlands,2.0971794,2.25,2.1500001,2
200310,East Midlands,2.1023684,2.25,2.1550002,2.05
200311,East Midlands,2.1084211,2.25,2.1800001,2.05
200312,East Midlands,2.1084211,2.25,2.1800001,2.05
200401,East Midlands,2.1013513,2.25,2.2,2.03
200402,East Midlands,2.1275001,2.3,2.1800001,2.0999999
200403,East Midlands,2.1476316,2.3,2.2,2.0999999
200404,East Midlands,2.1542106,2.3499999,2.23,2.0999999
200405,East Midlands,2.1857896,2.3499999,2.23,2.0999999
200406,East Midlands,2.2051282,2.3499999,2.26,2.0999999
200407,East Midlands,2.2118421,2.3499999,2.28,2.0999999
200408,East Midlands,2.1989474,2.3499999,2.25,2.0999999
200409,East Midlands,2.207,2.3499999,2.2550001,2.1500001
200410,East Midlands,2.2176316,2.3499999,2.28,2.1500001
200411,East Midlands,2.2294872,2.3499999,2.26,2.1500001
200412,East Midlands,2.2347369,2.3499999,2.3,2.2
200501,East Midlands,2.2149999,2.3,2.28,2.2
200502,East Midlands,2.2532432,2.3,2.3,2.2
200503,East Midlands,2.2597368,2.3499999,2.3,2.2
200504,East Midlands,2.2947369,2.4000001,2.3,2.2
200505,East Midlands,2.2643244,2.3199999,2.3,2.2
200506,East Midlands,2.2952778,2.4000001,2.3049998,2.2
200507,East Midlands,2.3010526,2.4000001,2.3249998,2.2
200508,East Midlands,2.3145714,2.4000001,2.3499999,2.2
200509,East Midlands,2.3169444,2.4200001,2.3699999,2.2
200510,East Midlands,2.3141668,2.4200001,2.3699999,2.2
200511,East Midlands,2.3107896,2.4000001,2.3499999,2.2
200512,East Midlands,2.3013158,2.4400001,2.3299999,2.2
200601,East Midlands,2.2797501,2.4200001,2.3299999,2.2
200602,East Midlands,2.2794595,2.4000001,2.3,2.2
200603,East Midlands,2.3114285,2.46,2.3499999,2.2
200604,East Midlands,2.3077779,2.5,2.3499999,2.2249999
200605,East Midlands,2.3266666,2.5,2.395,2.25
200606,East Midlands,2.324054,2.5,2.4000001,2.25
200607,East Midlands,2.3476315,2.5,2.4000001,2.25
200608,East Midlands,2.3421621,2.5,2.4000001,2.3
200609,East Midlands,2.3553846,2.5,2.4000001,2.3
200610,East Midlands,2.3439474,2.5,2.4000001,2.3
200611,East Midlands,2.356842,2.5,2.4000001,2.3
200612,East Midlands,2.3486843,2.5,2.4000001,2.3
200701,East Midlands,2.3378379,2.5,2.4000001,2.3
200702,East Midlands,2.3810527,2.5,2.4349999,2.3
200703,East Midlands,2.4259999,2.5250001,2.5,2.375
200704,East Midlands,2.4460526,2.5999999,2.5,2.4000001
200705,East Midlands,2.4513514,2.5999999,2.5,2.4000001
200706,East Midlands,2.4540541,2.5999999,2.5,2.4000001
200707,East Midlands,2.4625001,2.5999999,2.5,2.4000001
200708,East Midlands,2.4435,2.5999999,2.5,2.4000001
200709,East Midlands,2.4330001,2.5999999,2.5,2.375
200710,East Midlands,2.4361539,2.5999999,2.5,2.3499999
200711,East Midlands,2.4397297,2.5999999,2.5,2.4000001
200712,East Midlands,2.4539473,2.5999999,2.5,2.3499999
200801,East Midlands,2.4276924,2.5999999,2.5,2.3499999
200802,East Midlands,2.4549999,2.5999999,2.5,2.4000001
200803,East Midlands,2.4858334,2.6500001,2.5999999,2.45
200804,East Midlands,2.561579,2.75,2.6099999,2.5
200805,East Midlands,2.5607896,2.7,2.635,2.5
200806,East Midlands,2.5572221,2.7,2.635,2.4749999
200807,East Midlands,2.5432432,2.7,2.6199999,2.45
200808,East Midlands,2.5662162,2.75,2.6500001,2.5
200809,East Midlands,2.5356758,2.7,2.6500001,2.45
200810,East Midlands,2.5491891,2.7,2.6500001,2.45
200811,East Midlands,2.5426316,2.7,2.5999999,2.45
200812,East Midlands,2.5550001,2.75,2.5999999,2.4000001
200901,East Midlands,2.5605555,2.7249999,2.625,2.4250002
200902,East Midlands,2.558919,2.7,2.6500001,2.5
200903,East Midlands,2.5744736,2.75,2.6500001,2.5
200904,East Midlands,2.5617499,2.75,2.6500001,2.4749999
200905,East Midlands,2.6189189,2.8,2.7,2.5
200906,East Midlands,2.6078947,2.8499999,2.7,2.5
200907,East Midlands,2.6094594,2.8499999,2.7,2.5
200908,East Midlands,2.6169446,2.8499999,2.7,2.4749999
200909,East Midlands,2.5894594,2.8,2.7,2.4000001
200910,East Midlands,2.5987179,2.8499999,2.7,2.4000001
200911,East Midlands,2.6047223,2.8249998,2.7,2.45
200912,East Midlands,2.601892,2.8,2.7,2.5
201001,East Midlands,2.6227026,2.8499999,2.7,2.5
201002,East Midlands,2.7263637,2.95,2.8,2.6500001
201003,East Midlands,2.7247221,2.95,2.8,2.635
201004,East Midlands,2.7813513,2.95,2.9000001,2.7
201005,East Midlands,2.7568421,2.95,2.875,2.7
201006,East Midlands,2.7854054,3,2.9000001,2.7
201007,East Midlands,2.7854054,3,2.9000001,2.7
201008,East Midlands,2.7867568,3,2.9000001,2.7
201009,East Midlands,2.7597296,3,2.9000001,2.6500001
201010,East Midlands,2.7457142,3,2.8499999,2.5999999
201011,East Midlands,2.7638888,3,2.875,2.625
201012,East Midlands,2.7897222,3,2.95,2.7249999
201101,East Midlands,2.8219445,3.0250001,2.9250002,2.7249999
201102,East Midlands,2.7969697,3.05,2.9000001,2.5999999
201103,East Midlands,2.7914286,3.05,2.9000001,2.5999999
201104,East Midlands,2.855,3.0999999,2.9250002,2.7
201105,East Midlands,2.8835135,3.0999999,2.95,2.7
201106,East Midlands,2.8816667,3.125,2.9749999,2.7
201107,East Midlands,2.8562162,3.1500001,3,2.7
201108,East Midlands,2.865,3.1500001,2.9749999,2.7
201109,East Midlands,2.8862162,3.1500001,3,2.7
201110,East Midlands,2.8691893,3.1500001,2.99,2.6500001
201111,East Midlands,2.8497369,3.1500001,2.9250002,2.55
201112,East Midlands,2.8510528,3.1500001,2.9250002,2.55
201201,East Midlands,2.8737838,3.1500001,3,2.5699999
201202,East Midlands,2.9275,3.2,3,2.7
201203,East Midlands,2.9302778,3.1750002,3,2.7
201204,East Midlands,2.9736111,3.25,3.05,2.75
201205,East Midlands,2.97,3.25,3.0250001,2.75
201206,East Midlands,2.9655883,3.25,3.0250001,2.7
201207,East Midlands,2.9879999,3.25,3.05,2.8
201208,East Midlands,2.9566667,3.25,3.0250001,2.7249999
201209,East Midlands,2.9982858,3.25,3.05,2.75
201210,East Midlands,2.9675,3.25,3.0250001,2.6750002
201211,East Midlands,2.9737144,3.25,3.05,2.6500001
201212,East Midlands,2.9565713,3.25,3,2.6500001
201301,East Midlands,2.9508824,3.25,3,2.6500001
201302,East Midlands,3.0132432,3.25,3.05,2.9000001
201303,East Midlands,3.0167568,3.25,3.05,2.9000001
201304,East Midlands,3.0297298,3.3,3.0899999,2.8900001
201305,East Midlands,3.0335135,3.3,3.0899999,2.8900001
201306,East Midlands,3.0405405,3.3,3.0999999,2.9000001
201307,East Midlands,3.0494595,3.3,3.0999999,2.9400001
201308,East Midlands,3.0438888,3.3249998,3.0999999,2.9200001
201309,East Midlands,3.0511112,3.3249998,3.0999999,2.9200001
201310,East Midlands,3.0548573,3.3499999,3.0999999,2.9400001
201311,East Midlands,3.0574999,3.3249998,3.0999999,2.9200001
201312,East Midlands,3.0619445,3.3249998,3.0999999,2.9250002
201401,East Midlands,3.040606,3.3,3.0999999,2.9000001
201402,East Midlands,2.9763999,3.25,3,2.7
201403,East Midlands,2.958077,3.3,2.95,2.7
201404,East Midlands,3.0184615,3.3,3.0949998,2.73
201405,East Midlands,3.0137038,3.3299999,3.0899999,2.7
201406,East Midlands,3.0434482,3.3299999,3.0999999,2.73
201407,East Midlands,2.9896429,3.3150001,3.0949998,2.7150002
201408,East Midlands,3.0392857,3.3150001,3.0949998,2.7150002
201409,East Midlands,3.0114286,3.3499999,3.0650001,2.7
201410,East Midlands,3.0171428,3.3499999,3.0699999,2.75
201411,East Midlands,3.0251725,3.3,3.0999999,2.8
201412,East Midlands,3.0464287,3.3499999,3.125,2.845
201501,East Midlands,3.0077777,3.4000001,3.05,2.7
201502,East Midlands,3.0440741,3.4000001,3.04,2.7
201503,East Midlands,2.9925001,3.3499999,3.0699999,2.7
201504,East Midlands,3.0403571,3.45,3.0949998,2.75
201505,East Midlands,3.006,3.4000001,3.0949998,2.7
201506,East Midlands,3.0376666,3.45,3.0949998,2.8
201507,East Midlands,3.0355172,3.45,3.0999999,2.79
201508,East Midlands,3.0363333,3.45,3.0999999,2.79
201509,East Midlands,3.0550001,3.45,3.0999999,2.8
201510,East Midlands,3.0372415,3.4000001,3.0999999,2.8
201511,East Midlands,3.0493104,3.4000001,3.0999999,2.8499999
201512,East Midlands,3.0853333,3.45,3.0999999,2.8499999
201601,East Midlands,3.0641379,3.4000001,3.0999999,2.8499999
201602,East Midlands,3.1279311,3.5,3.2,2.99
201603,East Midlands,3.1403449,3.5,3.2,2.99
201604,East Midlands,3.1656666,3.5,3.2249999,2.99
201605,East Midlands,3.1656666,3.5,3.2249999,2.99
201606,East Midlands,3.1662068,3.5999999,3.2,2.99
201607,East Midlands,3.174,3.5999999,3.2249999,2.99
201608,East Midlands,3.1593103,3.5,3.1500001,2.99
201609,East Midlands,3.1689999,3.5999999,3.2249999,2.99
201610,East Midlands,3.2043333,3.5999999,3.2249999,3
201611,East Midlands,3.22,3.5999999,3.25,3
201612,East Midlands,3.2268965,3.5999999,3.25,3
201701,East Midlands,3.2010715,3.5999999,3.2,2.9949999
201702,East Midlands,3.1966667,3.5999999,3.2,2.99
201703,East Midlands,3.2346153,3.5999999,3.2249999,2.99
201704,East Midlands,3.2892857,3.6500001,3.2750001,2.9949999
201705,East Midlands,3.2863333,3.7,3.2750001,2.99
201706,East Midlands,3.2824137,3.7,3.25,2.99
201707,East Midlands,3.2996428,3.7,3.2750001,2.9949999
201708,East Midlands,3.282963,3.7,3.2,2.99
201709,East Midlands,3.3288462,3.7,3.2249999,3
201710,East Midlands,3.2868965,3.7,3.2,2.9000001
201711,East Midlands,3.2886207,3.7,3.2,2.95
201712,East Midlands,3.3173335,3.7,3.25,2.95
201801,East Midlands,3.332963,3.8,3.5999999,2.9000001
201802,East Midlands,3.3034616,3.7,3.425,2.9000001
201803,East Midlands,3.3399999,3.75,3.425,2.97
201804,East Midlands,3.3558621,3.8,3.4000001,2.99
201805,East Midlands,3.3578572,3.8,3.4250002,2.97
201806,East Midlands,3.2910714,3.75,3.325,2.95
201807,East Midlands,3.3,3.7,3.4000001,2.95
201808,East Midlands,3.3,3.7,3.4000001,2.95
201809,East Midlands,3.2910714,3.7249999,3.45,2.97
201810,East Midlands,3.2814815,3.75,3.3299999,2.95
201811,East Midlands,3.3241379,3.75,3.45,2.99
201812,East Midlands,3.335,3.75,3.45,2.99
201901,East Midlands,3.335,3.75,3.45,2.99
201902,East Midlands,3.4376667,3.8,3.55,3
201903,East Midlands,3.4506896,3.8,3.5999999,3.05
201904,East Midlands,3.4231033,3.8,3.5999999,3.05
201905,East Midlands,3.4231033,3.8,3.45,3.05
201906,East Midlands,3.4248276,3.8499999,3.5,3.05
201907,East Midlands,3.4231033,3.8,3.5,3.05
201908,East Midlands,3.4132142,3.8249998,3.4749999,3
201909,East Midlands,3.3989656,3.9000001,3.48,2.95
201910,East Midlands,3.4060714,3.9000001,3.49,2.95
201911,East Midlands,3.3846428,3.8499999,3.4650002,2.95
201912,East Midlands,3.4024138,3.9000001,3.48,2.95
202001,East Midlands,3.4093103,3.9000001,3.48,2.95
202002,East Midlands,3.4455173,3.8,3.5,3.0999999
202003,East Midlands,3.4303703,3.8,3.5,3.05
202007,East Midlands,3.5339999,3.8499999,3.55,3.2750001
202008,East Midlands,3.4695833,3.8,3.5,3.1999998
202009,East Midlands,3.4603846,3.9000001,3.5,3.05
202010,East Midlands,3.446923,3.9000001,3.5250001,2.95
202012,East Midlands,3.6000001,4.0500002,3.8,2.95
202105,East Midlands,3.1500001,3.48,2.99,2.55
202106,East Midlands,3.5050001,4.0250001,3.5149999,3.095
202107,East Midlands,3.4949999,4,3.5250001,2.99
202108,East Midlands,3.4996154,4,3.55,2.99
202109,East Midlands,3.5371428,3.95,3.5999999,3.145
202110,East Midlands,3.5423076,4,3.5749998,3.0999999
202111,East Midlands,3.5821428,4,3.625,3.1999998
202112,East Midlands,3.5496154,4,3.625,2.99
202201,East Midlands,3.6035714,4.0500002,3.6500001,3.1999998
202202,East Midlands,3.5744445,4,3.5999999,3.0999999
202203,East Midlands,3.5951853,4,3.6500001,3.1900001
202204,East Midlands,3.6180768,4,3.6750002,3.1900001
202205,East Midlands,3.6642308,4.0999999,3.6750002,3.1900001
202206,East Midlands,3.6471429,4.0999999,3.6750002,3.1700001
202207,East Midlands,3.6262963,4.0999999,3.7,3.1900001
202208,East Midlands,3.741111,4.1999998,3.8,3.1900001
202209,East Midlands,3.7557142,4.2249999,3.8,3.1950002
202210,East Midlands,3.6855555,4.1999998,3.8,3.1900001
200302,London,2.3354385,2.5999999,2.3499999,2.1500001
200303,London,2.347091,2.5999999,2.3499999,2.1500001
200304,London,2.3568852,2.5999999,2.3499999,2.1800001
200305,London,2.3633847,2.5999999,2.3599999,2.1800001
200306,London,2.345,2.5749998,2.3599999,2.1550002
200307,London,2.3596826,2.5999999,2.3599999,2.1900001
200308,London,2.3704762,2.5999999,2.3599999,2.2
200309,London,2.3619049,2.55,2.3599999,2.2
200310,London,2.3531747,2.55,2.3599999,2.2
200311,London,2.3617187,2.5999999,2.3599999,2.2
200312,London,2.3841269,2.5999999,2.3599999,2.2
200401,London,2.3785484,2.5999999,2.3599999,2.2
200402,London,2.3619673,2.5799999,2.3499999,2.2
200403,London,2.3833334,2.5999999,2.3800001,2.2
200404,London,2.3936508,2.5999999,2.4000001,2.25
200405,London,2.3757143,2.5999999,2.4000001,2.2
200406,London,2.3917189,2.7,2.4000001,2.2249999
200407,London,2.3815625,2.6500001,2.4000001,2.2
